id_client_sk,id_client_nk,nom_complet,tranche_age,sexe,ville,region_admin,segment_client,canal_acquisition,date_debut,date_fin,est_actif
1002,C3464,Zineb Tahiri,65+,f,Mohammedia,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
1003,C2174,Amina El Khoury,25-34,f,Fès,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
1004,C3089,Hassan El Khoury,45-54,m,Kénitra,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
1005,C2459,Aicha Bennani,55-64,f,Marrakech,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
1006,C3163,Adil Rahmani,45-54,m,Agadir,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
1007,C3825,Ghita Berrada,25-34,f,Tanger,Non renseignée,Gold,Bouche-à-oreille,2026-04-24,9999-12-31,True
1008,C1980,Khadija Ziani,45-54,f,Agadir,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
1009,C3629,Imane Kettani,55-64,f,Marrakech,Non renseignée,Gold,Bouche-à-oreille,2026-04-24,9999-12-31,True
1010,C0539,Sanaa Kettani,25-34,f,Casablanca,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
1011,C3932,Hassan Chaoui,25-34,m,Tétouan,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
1012,C2296,Khadija Hakimi,25-34,f,El Jadida,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
1013,C0301,Nadia Filali,18-24,f,Agadir,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
1014,C4526,Rachid Tazi,65+,m,Rabat,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
1015,C2668,Amina Lahlou,45-54,f,Tanger,Non renseignée,Gold,Bouche-à-oreille,2026-04-24,9999-12-31,True
1016,C0331,Nadia Berrada,25-34,f,Rabat,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
1017,C1686,Meryem Naciri,25-34,f,Agadir,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
1018,C2181,Soufiane Mernissi,35-44,m,Tétouan,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
1019,C0098,Reda Fassi,65+,m,El Jadida,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
1020,C3753,Nabil Guessous,,m,Casablanca,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
1021,C3123,Hamza Benkirane,65+,m,Tétouan,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
1022,C2222,Wiam Filali,18-24,f,Fès,Non renseignée,Gold,Facebook,2026-04-24,9999-12-31,True
1023,C4124,Wiam Fassi,55-64,f,Fès,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
1024,C3785,Amine Mansouri,25-34,m,Oujda,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
1025,C0004,Zakaria Alaoui,55-64,m,Fès,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
1026,C4594,Nadia Alaoui,65+,f,Béni Mellal,Non renseignée,Gold,Facebook,2026-04-24,9999-12-31,True
1027,C3174,Hassan Naciri,18-24,m,Salé,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
1028,C4376,Amine Idrissi,65+,m,Tétouan,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
1029,C1308,Omar Naciri,55-64,m,Kénitra,Non renseignée,Silver,Bouche-à-oreille,2026-04-24,9999-12-31,True
1030,C1149,Brahim Regragui,35-44,m,Kénitra,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
1031,C1720,Khadija Bennani,65+,f,Tanger,Non renseignée,Gold,TikTok,2026-04-24,9999-12-31,True
1032,C4006,Rachid Squalli,65+,m,Tanger,Non renseignée,Gold,Facebook,2026-04-24,9999-12-31,True
1033,C2507,Karim Lahlou,18-24,m,Rabat,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
1034,C2392,Nadia Mansouri,45-54,f,Rabat,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
1035,C3127,Nabil Naciri,25-34,m,Casablanca,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
1036,C4794,Mehdi Fassi,25-34,m,Tétouan,Non renseignée,Gold,Email Marketing,2026-04-24,9999-12-31,True
1037,C0981,Hamza Idrissi,45-54,m,Marrakech,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
1038,C3027,Brahim Alaoui,25-34,m,Mohammedia,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
1039,C4202,Nabil Mernissi,18-24,m,Casablanca,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
1040,C3691,Loubna Bennani,55-64,f,Oujda,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
1041,C1533,Brahim Idrissi,65+,m,Tanger,Non renseignée,Gold,Google Ads,2026-04-24,9999-12-31,True
1042,C4248,Khadija Mernissi,18-24,f,Marrakech,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
1043,C3336,Fatima Filali,65+,f,Nador,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
1044,C1270,Hassan Regragui,25-34,m,Fès,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
1045,C1583,Mehdi Benslimane,25-34,m,Marrakech,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
1046,C3385,Loubna Benkirane,35-44,f,Tanger,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
1047,C4506,Samir Moussaoui,18-24,m,Marrakech,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
1048,C4890,Omar Benslimane,65+,m,Agadir,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
1049,C0916,Zineb Moussaoui,18-24,f,Nador,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
1050,C3652,Nadia Alaoui,45-54,f,Rabat,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
1051,C2850,Soufiane Regragui,65+,m,Marrakech,Non renseignée,Gold,Référencement,2026-04-24,9999-12-31,True
1052,C0614,Rachid Chaoui,55-64,m,Agadir,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
1053,C1988,Mehdi Bennani,18-24,m,Fès,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
1054,C2402,Samir El Khoury,65+,m,Meknès,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
1055,C1070,Adil Kettani,25-34,m,El Jadida,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
1056,C4498,Zakaria Kettani,65+,m,Béni Mellal,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
1057,C4751,Abdel Chaoui,35-44,m,El Jadida,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
1058,C1608,Laila Filali,25-34,f,Nador,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
1059,C1592,Adil Guessous,18-24,m,El Jadida,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
1060,C3698,Amina Rahmani,18-24,f,Tanger,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
1061,C0106,Wiam Tazi,25-34,f,Nador,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
1062,C1563,Imane Berrada,<18,f,Meknès,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
1063,C4672,Rachid El Amrani,65+,m,Rabat,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
1064,C2613,Fatima Moussaoui,55-64,f,Mohammedia,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
1065,C4683,Hanane Chaoui,65+,f,Mohammedia,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
1066,C2538,Mohammed Tazi,55-64,m,Kénitra,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
1067,C0884,Zakaria Alaoui,65+,m,Nador,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
1068,C4798,Noura Moussaoui,65+,f,Marrakech,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
1069,C0214,Zineb Ziani,55-64,f,Rabat,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
1070,C4082,Amina Ziani,45-54,f,El Jadida,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
1071,C3664,Salma Benkirane,65+,f,Tétouan,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
1072,C0554,Amina Chaoui,65+,f,Oujda,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
1073,C0934,Ghita Naciri,45-54,f,Oujda,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
1074,C0983,Imane Mernissi,35-44,f,Tétouan,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
1075,C0413,Fatima Tazi,65+,f,Marrakech,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
1076,C3875,Nadia Tazi,65+,f,Nador,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
1077,C2898,Samira Kettani,65+,f,Mohammedia,Non renseignée,Gold,Facebook,2026-04-24,9999-12-31,True
1078,C0658,Soufiane Filali,65+,m,Rabat,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
1079,C1136,Abdel Sabri,25-34,m,El Jadida,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
1080,C3771,Rachid Squalli,35-44,m,Meknès,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
1081,C3136,Nadia Alaoui,65+,f,Tanger,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
1082,C1145,Salma Tazi,35-44,f,Fès,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
1083,C4404,Houda Mernissi,65+,f,Meknès,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
1084,C4783,Houda Mansouri,65+,f,Marrakech,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
1085,C2785,Youssef El Khoury,35-44,m,Oujda,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
1086,C0942,Hajar Berrada,45-54,f,Kénitra,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
1087,C4152,Amina Hajji,65+,f,Béni Mellal,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
1088,C0041,Laila Lahlou,35-44,f,Casablanca,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
1089,C3170,Abdel Regragui,25-34,m,Casablanca,Non renseignée,Gold,Email Marketing,2026-04-24,9999-12-31,True
1090,C1830,Nabil Ziani,65+,m,Marrakech,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
1091,C0397,Sanaa Filali,25-34,f,Mohammedia,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
1092,C4335,Omar Benslimane,45-54,m,Oujda,Non renseignée,Gold,Instagram,2026-04-24,9999-12-31,True
1093,C2366,Youssef Chraibi,65+,m,Marrakech,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
1094,C0346,Khadija Bouzid,25-34,f,Fès,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
1095,C1175,Zineb Benkirane,35-44,f,Casablanca,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
1096,C0068,Youssef Regragui,18-24,m,Tanger,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
1097,C3555,Samira Regragui,18-24,f,Fès,Non renseignée,Gold,Bouche-à-oreille,2026-04-24,9999-12-31,True
1098,C1190,Brahim Hajji,55-64,m,El Jadida,Non renseignée,Gold,Google Ads,2026-04-24,9999-12-31,True
1099,C1263,Ghita Chraibi,18-24,f,Agadir,Non renseignée,Silver,Google Ads,2026-04-24,9999-12-31,True
1100,C0912,Houda Kettani,18-24,f,Nador,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
1101,C0853,Hamza Guessous,55-64,m,Oujda,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
1102,C0834,Zakaria Filali,35-44,m,Mohammedia,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
1103,C1944,Fatima Chaoui,35-44,f,Kénitra,Non renseignée,Gold,Bouche-à-oreille,2026-04-24,9999-12-31,True
1104,C0446,Adil Rahmani,45-54,m,El Jadida,Non renseignée,Gold,TikTok,2026-04-24,9999-12-31,True
1105,C0635,Omar Ouazzani,65+,m,Casablanca,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
1106,C1845,Khadija Benkirane,65+,f,El Jadida,Non renseignée,Gold,Google Ads,2026-04-24,9999-12-31,True
1107,C0259,Hajar Bennani,18-24,f,Tanger,Non renseignée,Gold,Email Marketing,2026-04-24,9999-12-31,True
1108,C3626,Ilyas Ziani,55-64,m,Tétouan,Non renseignée,Gold,Facebook,2026-04-24,9999-12-31,True
1109,C3725,Sanaa Idrissi,18-24,f,Fès,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
1110,C4460,Zineb Moussaoui,35-44,f,Nador,Non renseignée,Silver,Google Ads,2026-04-24,9999-12-31,True
1111,C1811,Noura Chaoui,18-24,f,Marrakech,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
1112,C0654,Soufiane Rahmani,35-44,m,Kénitra,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
1113,C0999,Khalid El Amrani,35-44,m,Fès,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
1114,C3881,Hamza El Amrani,65+,m,Tétouan,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
1115,C3784,Nabil El Khoury,18-24,m,Casablanca,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
1116,C0130,Ahmed Hajji,18-24,m,Kénitra,Non renseignée,Gold,Instagram,2026-04-24,9999-12-31,True
1117,C1319,Imane Ouazzani,65+,f,Oujda,Non renseignée,Gold,Instagram,2026-04-24,9999-12-31,True
1118,C0847,Karim Moussaoui,18-24,m,Tétouan,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
1119,C1355,Hanane Ziani,45-54,f,Rabat,Non renseignée,Gold,TikTok,2026-04-24,9999-12-31,True
1120,C4996,Ilyas Regragui,45-54,m,Nador,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
1121,C4331,Amine Idrissi,65+,m,Salé,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
1122,C0881,Adil Idrissi,18-24,m,Béni Mellal,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
1123,C5006,Mohammed Benslimane,55-64,m,Casablanca,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
1124,C1696,Amina Squalli,35-44,f,Oujda,Non renseignée,Gold,Instagram,2026-04-24,9999-12-31,True
1125,C3329,Imane Fassi,,f,Meknès,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
1126,C1172,Adil Ouazzani,55-64,m,Marrakech,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
1127,C2338,Houda Tazi,65+,f,Fès,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
1128,C0533,Brahim Mansouri,65+,m,Casablanca,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
1129,C1943,Aicha Mernissi,<18,f,Kénitra,Non renseignée,Gold,Email Marketing,2026-04-24,9999-12-31,True
1130,C3673,Laila Mansouri,45-54,f,Oujda,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
1131,C1564,Imane Rahmani,55-64,f,Casablanca,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
1132,C3120,Karim Lahlou,18-24,m,Oujda,Non renseignée,Silver,Facebook,2026-04-24,9999-12-31,True
1133,C2128,Zineb Chaoui,65+,f,Agadir,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
1134,C1554,Reda Filali,55-64,m,Tanger,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
1135,C1081,Wiam Tazi,65+,f,Salé,Non renseignée,Gold,TikTok,2026-04-24,9999-12-31,True
1136,C3148,Nabil Regragui,35-44,m,Marrakech,Non renseignée,Gold,Bouche-à-oreille,2026-04-24,9999-12-31,True
1137,C3863,Meryem Alaoui,65+,f,Tétouan,Non renseignée,Gold,Référencement,2026-04-24,9999-12-31,True
1138,C1490,Wiam Bouzid,55-64,f,Casablanca,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
1139,C3138,Houda Mernissi,25-34,f,Kénitra,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
1140,C4558,Karim Benkirane,18-24,m,Agadir,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
1141,C3248,Abdel Kettani,35-44,m,Oujda,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
1142,C0043,Aicha Kettani,65+,f,Oujda,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
1143,C1882,Khalid Ouazzani,35-44,m,Meknès,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
1144,C3668,Laila Bennani,65+,f,Tétouan,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
1145,C0203,Mehdi Chaoui,55-64,m,Marrakech,Non renseignée,Gold,Bouche-à-oreille,2026-04-24,9999-12-31,True
1146,C0234,Brahim Tahiri,65+,m,Tétouan,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
1147,C0436,Samir Benslimane,25-34,m,Oujda,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
1148,C1045,Hajar El Amrani,65+,f,Mohammedia,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
1149,C4280,Samir Hakimi,65+,m,Nador,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
1150,C2789,Hamza Squalli,45-54,m,El Jadida,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
1151,C1594,Youssef Mansouri,18-24,m,Rabat,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
1152,C3340,Noura Mernissi,55-64,f,Kénitra,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
1153,C0034,Zineb Chaoui,35-44,f,Rabat,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
1154,C1344,Khalid El Khoury,18-24,m,Oujda,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
1155,C3194,Nadia Bennani,25-34,f,Agadir,Non renseignée,Silver,Google Ads,2026-04-24,9999-12-31,True
1156,C4307,Youssef Mansouri,18-24,m,Tétouan,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
1157,C1216,Aicha Idrissi,65+,f,Oujda,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
1158,C3061,Soufiane Fassi,65+,m,Kénitra,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
1159,C1044,Khadija Hajji,65+,f,Mohammedia,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
1160,C2765,Reda Benkirane,65+,m,Rabat,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
1161,C4327,Brahim Alaoui,55-64,m,Fès,Non renseignée,Gold,Bouche-à-oreille,2026-04-24,9999-12-31,True
1162,C3164,Hamza Squalli,55-64,m,Agadir,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
1163,C1955,Nabil Berrada,65+,m,Fès,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
1164,C3709,Samir Idrissi,35-44,m,Marrakech,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
1165,C2625,Soufiane Fassi,45-54,m,Agadir,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
1166,C0702,Aicha Filali,35-44,f,Casablanca,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
1167,C3991,Wiam Mansouri,45-54,f,Casablanca,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
1168,C3147,Nadia Guessous,45-54,f,Oujda,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
1169,C4737,Reda Kettani,65+,m,Mohammedia,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
1170,C1976,Mehdi Ziani,18-24,m,Rabat,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
1171,C2076,Sanaa Lahlou,25-34,f,Agadir,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
1172,C3114,Reda Regragui,55-64,m,Agadir,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
1173,C1832,Nadia Chraibi,35-44,f,Marrakech,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
1174,C1466,Loubna Regragui,65+,f,Kénitra,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
1175,C1709,Ahmed Alaoui,35-44,m,Tanger,Non renseignée,Gold,Email Marketing,2026-04-24,9999-12-31,True
1176,C0541,Mohammed Mernissi,65+,m,Oujda,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
1177,C3352,Karim El Khoury,65+,m,Fès,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
1178,C2577,Aicha Benslimane,55-64,f,Agadir,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
1179,C4663,Ahmed El Khoury,45-54,m,Tétouan,Non renseignée,Silver,Instagram,2026-04-24,9999-12-31,True
1180,C1479,Wiam Tazi,25-34,f,Mohammedia,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
1181,C0138,Nabil Guessous,65+,m,Agadir,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
1182,C1740,Zineb Berrada,55-64,f,Tétouan,Non renseignée,Gold,Email Marketing,2026-04-24,9999-12-31,True
1183,C2493,Aicha Chaoui,45-54,f,Tétouan,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
1184,C3262,Salma Fassi,55-64,f,Mohammedia,Non renseignée,Gold,Google Ads,2026-04-24,9999-12-31,True
1185,C3855,Samir Ouazzani,65+,m,Rabat,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
1186,C1237,Loubna Ouazzani,25-34,f,Agadir,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
1187,C3722,Hanane Ziani,65+,f,Rabat,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
1188,C2274,Salma Ziani,25-34,f,Rabat,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
1189,C4780,Samir Ouazzani,55-64,m,Casablanca,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
1190,C0419,Salma Hakimi,55-64,f,Béni Mellal,Non renseignée,Gold,Bouche-à-oreille,2026-04-24,9999-12-31,True
1191,C2644,Zakaria Bouzid,55-64,m,Nador,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
1192,C3913,Brahim Kettani,35-44,m,Tanger,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
1193,C0781,Noura Fassi,65+,f,Mohammedia,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
1194,C2780,Amina Kettani,65+,f,Tanger,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
1195,C2251,Nabil Kettani,65+,m,Fès,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
1196,C2355,Hamza Guessous,65+,m,Tétouan,Non renseignée,Gold,Référencement,2026-04-24,9999-12-31,True
1197,C2314,Aicha Mansouri,35-44,f,Nador,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
1198,C0828,Fatima Tazi,35-44,f,El Jadida,Non renseignée,Gold,Facebook,2026-04-24,9999-12-31,True
1199,C4905,Soufiane El Khoury,25-34,m,Mohammedia,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
1200,C0249,Ahmed Lahlou,55-64,m,Fès,Non renseignée,Gold,Bouche-à-oreille,2026-04-24,9999-12-31,True
1201,C2717,Imane Lahlou,25-34,f,Mohammedia,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
1202,C1893,Soufiane Moussaoui,55-64,m,Rabat,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
1203,C0431,Reda Ouazzani,65+,m,Agadir,Non renseignée,Gold,Email Marketing,2026-04-24,9999-12-31,True
1204,C1841,Reda Kettani,65+,m,Casablanca,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
1205,C0497,Salma Chraibi,65+,f,Salé,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
1206,C0868,Samira Regragui,45-54,f,Nador,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
1207,C1279,Mehdi Tazi,,m,Fès,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
1208,C3746,Khalid Mansouri,,m,El Jadida,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
1209,C3669,Loubna Chaoui,25-34,f,Tanger,Non renseignée,Gold,Bouche-à-oreille,2026-04-24,9999-12-31,True
1210,C1521,Nadia Chraibi,18-24,f,Tanger,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
1211,C1322,Soufiane Chaoui,18-24,m,Oujda,Non renseignée,Silver,Facebook,2026-04-24,9999-12-31,True
1212,C4437,Khalid Mernissi,45-54,m,Nador,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
1213,C1234,Zakaria Squalli,55-64,m,Fès,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
1214,C1427,Soufiane Kettani,65+,m,Tétouan,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
1215,C2031,Samira Kettani,45-54,f,El Jadida,Non renseignée,Gold,Instagram,2026-04-24,9999-12-31,True
1216,C0149,Houda Filali,35-44,f,Mohammedia,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
1217,C1480,Ghita Idrissi,35-44,f,Oujda,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
1218,C3520,Hajar Rahmani,18-24,f,Fès,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
1219,C0272,Zineb El Amrani,25-34,f,Marrakech,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
1220,C3952,Ilyas Mernissi,18-24,m,Meknès,Non renseignée,Gold,Email Marketing,2026-04-24,9999-12-31,True
1221,C1667,Samira Filali,45-54,f,Tanger,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
1222,C3912,Wiam Ouazzani,55-64,f,Kénitra,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
1223,C3602,Aicha Lahlou,65+,f,Rabat,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
1224,C0107,Meryem Naciri,18-24,f,Tétouan,Non renseignée,Gold,Email Marketing,2026-04-24,9999-12-31,True
1225,C4552,Khadija El Amrani,65+,f,Agadir,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
